대피장소명,세부위치명,수용인원,도로명주소,위도,경도,설치년도,설치형태,관리기관전화번호,관리기관명,데이터기준일자
경포초등학교,강당,1190,전북특별자치도 군산시 백릉로 75 (조촌동),35.97659337,126.7347144,2021,화학사고,063-454-3403,전북특별자치도 군산시 복지환경국 환경정책과,2024-01-31
군산장애인체육관,체육관,990,전북특별자치도 군산시 성산면 강변로 459 (성덕리),36.0097549,126.7576613,2021,화학사고,063-454-3403,전북특별자치도 군산시 복지환경국 환경정책과,2024-01-31
임피초등학교,강당,410,전라북도 군산시 임피면 동헌길 38(읍내리),35.98831,126.85009,2021,화학사고,063-454-3403,전북특별자치도 군산시 복지환경국 환경정책과,2024-01-31
군산산북초등학교,강당,280,전북특별자치도 군산시 원산북2길 29 (산북동),35.96427823,126.6818314,2021,화학사고,063-454-3403,전북특별자치도 군산시 복지환경국 환경정책과,2024-01-31
군산신풍초등학교,강당,240,전북특별자치도 군산시 하나운3길 7 (나운동),35.96377098,126.6957922,2021,화학사고,063-454-3403,전북특별자치도 군산시 복지환경국 환경정책과,2024-01-31
군산지곡초등학교,강당,280,전북특별자치도 군산시 신지길 26 (지곡동),35.95763793,126.7070726,2021,화학사고,063-454-3403,전북특별자치도 군산시 복지환경국 환경정책과,2024-01-31
군산초등학교,강당,220,전북특별자치도 군산시 지곡로 68 (지곡동),35.95326098,126.7098193,2021,화학사고,063-454-3403,전북특별자치도 군산시 복지환경국 환경정책과,2024-01-31
군산동초등학교,강당,300,전북특별자치도 군산시 번영로 181 (조촌동),35.96496096,126.7381229,2021,화학사고,063-454-3403,전북특별자치도 군산시 복지환경국 환경정책과,2024-01-31
대야초등학교,강당,280,전북특별자치도 군산시 대야면 대야관통로 141-13 (산월리),35.94883582,126.8181746,2021,화학사고,063-454-3403,전북특별자치도 군산시 복지환경국 환경정책과,2024-01-31
청소년수련관,체육관,1020,전북특별자치도 군산시 청소년회관로 75 (송풍동),35.97934848,126.6963013,2021,화학사고,063-454-3403,전북특별자치도 군산시 복지환경국 환경정책과,2024-01-31
운천초등학교,체육관,401,경기도 오산시 운암로 116 (부산동),37.15619638,127.0792379,2021,화학사고,031-8036-6426,경기도 오산시 환경사업소 환경과,2021-09-29
오산스포츠센터,체육관,566,경기도 오산시 경기동로 33 (오산동),37.15876892,127.0757335,2021,화학사고,031-8036-6426,경기도 오산시 환경사업소 환경과,2021-09-29
죽미다목적체육관,체육관,535,경기도 오산시 수청로 204-26 (금암동),37.17869826,127.0423981,2021,화학사고,031-8036-6426,경기도 오산시 환경사업소 환경과,2021-09-29
성호초등학교,체육관,402,경기도 오산시 성호새싹길 8 (오산동),37.15019185,127.0709778,2021,화학사고,031-8036-6426,경기도 오산시 환경사업소 환경과,2021-09-29
양산초등학교,체육관,340,경기도 오산시 양산로 448 (양산동),37.19695994,127.0321594,2021,화학사고,031-8036-6426,경기도 오산시 환경사업소 환경과,2021-09-29
가수초등학교,체육관,334,경기도 오산시 가수로 50 (가수동),37.14809836,127.0480967,2021,화학사고,031-8036-6426,경기도 오산시 환경사업소 환경과,2021-09-29
설림도서관,도서관,170,전북특별자치도 군산시 설림길 25 (소룡동),35.97302148,126.6843997,2021,화학사고,063-454-3403,전북특별자치도 군산시 복지환경국 환경정책과,2024-01-31
필봉초등학교,체육관,311,경기도 오산시 수청로 124 (금암동),37.1784907,127.0516079,2021,화학사고,031-8036-6426,경기도 오산시 환경사업소 환경과,2021-09-29
오산중학교,체육관,303,경기도 오산시 청학로 43 (청학동),37.15416048,127.0620224,2021,화학사고,031-8036-6426,경기도 오산시 환경사업소 환경과,2021-09-29
다온초등학교,체육관,288,경기도 오산시 부산중앙로 37 (부산동),37.15193406,127.0907911,2021,화학사고,031-8036-6426,경기도 오산시 환경사업소 환경과,2021-09-29
신전면게이트볼장,체육시설,552,전라남도 강진군 신전면 신전중앙길 15-5 (수양리),34.51293824,126.7202375,2021,화학사고,061-430-3302,전라남도 강진군 환경과,2021-10-25
오산초등학교,체육관,284,경기도 오산시 가수로 16 (가수동),37.14518034,127.0501457,2021,화학사고,031-8036-6426,경기도 오산시 환경사업소 환경과,2021-09-29
마량면게이트볼장,체육시설,552,전라남도 강진군 마량면 마량8길 20 (마량리),34.45087352,126.8190089,2021,화학사고,061-430-3302,전라남도 강진군 환경과,2021-10-25
대호초등학교,강당,240,경기도 오산시 궐리사로46번길 3 (궐동),37.15907834,127.0577369,2021,화학사고,031-8036-6426,경기도 오산시 환경사업소 환경과,2021-09-29
대구면게이트볼장,체육시설,552,전라남도 강진군 대구면 수동길 6 (수동리),34.49440959,126.8004101,2021,화학사고,061-430-3302,전라남도 강진군 환경과,2021-10-25
도암면게이트볼장,체육시설,552,전라남도 강진군 도암면 도암중앙로 57-5(향촌리),34.54493365,126.7273711,2021,화학사고,061-430-3302,전라남도 강진군 환경과,2021-10-25
칠량면게이트볼장,체육시설,501,전라남도 강진군 칠량면 칠량로 72-1(영동리),34.57232387,126.7983937,2021,화학사고,061-430-3302,전라남도 강진군 환경과,2021-10-25
오산원당초등학교,체육관,233,경기도 오산시 부원로87번길 37-7 (원동),37.14221856,127.0909611,2021,화학사고,031-8036-6426,경기도 오산시 환경사업소 환경과,2021-09-29
강진 제1실내체육관,체육시설,3012,전라남도 강진군 군동면 종합운동장길 60(호계리),34.64725913,126.781459,2021,화학사고,061-430-3302,전라남도 강진군 환경과,2021-10-25
군산배드민턴장,체육관,1080,전북특별자치도 군산시 남수송5길 39 (수송동),35.96249498,126.7088194,2021,화학사고,063-454-3403,전북특별자치도 군산시 복지환경국 환경정책과,2024-01-31
대호중학교,체육관,201,경기도 오산시 궐리사로29번길 19 (궐동),37.16229393,127.0568659,2021,화학사고,031-8036-6426,경기도 오산시 환경사업소 환경과,2021-09-29
강진 제2실내체육관,체육시설,3204,전라남도 강진군 군동면 종합운동장길 60(호계리),34.64724537,126.7826189,2021,화학사고,061-430-3302,전라남도 강진군 환경과,2021-10-25
군동면게이트볼장,체육시설,552,전라남도 강진군 군동면 진흥로 324-7(라천리),34.64403987,126.8165781,2021,화학사고,061-430-3302,전라남도 강진군 환경과,2021-10-25
남부종합사회복지관,강당,1350,경기도 오산시 오산로132번길 28-5 (원동),37.138648,127.0723249,2023,화학사고,031-8036-6426,경기도 오산시 환경사업소 환경과,2023-01-04
성전면게이트볼장,체육시설,552,전라남도 강진군 성전면 예향로 12-9(월평리),34.69223577,126.7096322,2021,화학사고,061-430-3302,전라남도 강진군 환경과,2021-10-25
작천면게이트볼장,체육시설,552,전라남도 강진군 작천면 평리길 42(평리),34.70412326,126.7732277,2021,화학사고,061-430-3302,전라남도 강진군 환경과,2021-10-25
병영면게이트볼장,체육시설,552,전라남도 강진군 병영면 장강로 1064-6(성남리),34.71742306,126.8129622,2021,화학사고,061-430-3302,전라남도 강진군 환경과,2021-10-25
옴천면게이트볼장,체육시설,501,전라남도 강진군 옴천면 개산중앙길 1(개산리),34.743753,126.794523,2021,화학사고,061-430-3302,전라남도 강진군 환경과,2021-10-25
군산농업인회관,강당,80,전북특별자치도 군산시 개정면 운회길 32 (운회리),35.96046798,126.7819591,2021,화학사고,063-454-3403,전북특별자치도 군산시 복지환경국 환경정책과,2024-01-31
현덕초등학교,체육관,1021,경기도 평택시 현덕면 현덕로 1254(인광리),36.96576397,126.9212737,2021,화학사고,031-8024-3777,경기도 평택시 환경국 환경지도과,2024-05-24
가사초등학교,도서관,831,경기도 평택시  현덕면 기산2길 16(권관리),36.93829407,126.9170432,2021,화학사고,031-8024-3777,경기도 평택시 환경국 환경지도과,2024-05-24
부용초등학교,체육관,609,경기도 평택시 팽성읍 동서촌로 65 (객사리),36.96559316,127.0593048,2021,화학사고,031-8024-3777,경기도 평택시 환경국 환경지도과,2024-05-24
청담중학교,교사동,2053,경기도 평택시 팽성읍 부용로56번길 20 (송화리),36.96249829,127.0630774,2021,화학사고,031-8024-3777,경기도 평택시 환경국 환경지도과,2024-05-24
복창초등학교,체육관,806,경기도 평택시 서정북로 3(서정동),37.0711617,127.0501011,2021,화학사고,031-8024-3777,경기도 평택시 환경국 환경지도과,2024-05-24
송신초등학교,체육관,1099,경기도 평택시 송월로32번길 32(신장동),37.07484089,127.051484,2021,화학사고,031-8024-3777,경기도 평택시 환경국 환경지도과,2024-05-24
지장초등학교,체육관,881,경기도 평택시 지장로 15(서정동),37.06803393,127.0575859,2021,화학사고,031-8024-3777,경기도 평택시 환경국 환경지도과,2024-05-24
이충문화체육센터,체육관,2003,경기도 평택시 장안웃길 149 (이충동),37.06605785,127.07071,2023,화학사고,031-8024-3777,경기도 평택시 환경국 환경지도과,2024-05-24
평창국민체육센터,체육관,781,강원특별자치도 평창군 평창읍 종부로 69-27 (종부리),37.3584758,128.3916939,2023,화학사고,033-330-2333,강원특별자치도 평창군 경제건설국 환경과,2024-05-20
미탄체육관,체육관,252,강원특별자치도 평창군 미탄면 청옥산1길 20 (창리),37.3427343,128.4970593,2023,화학사고,033-330-2334,강원특별자치도 평창군 경제건설국 환경과,2024-05-20
방림다목적체육관,체육관,286,강원특별자치도 평창군 방림면 계촌길 101 (계촌리),37.452461,128.306397,2023,화학사고,033-330-2335,강원특별자치도 평창군 경제건설국 환경과,2024-05-20
대화문화체육관,체육관,523,강원특별자치도 평창군 대화면 대화1길 28-5 (대화리),37.4982972,128.45708,2023,화학사고,033-330-2336,강원특별자치도 평창군 경제건설국 환경과,2024-05-20
소사벌레포츠타운청소년체육관,체육관,4056,경기도 평택시 평남로 616 (합정동),36.98756543,127.106511,2023,화학사고,031-8024-3777,경기도 평택시 환경국 환경지도과,2024-05-24
메밀꽃체육관,체육관,302,강원특별자치도 평창군 봉평면 기풍3길 5 (창동리),37.6152835,128.3751172,2023,화학사고,033-330-2337,강원특별자치도 평창군 경제건설국 환경과,2024-05-20
용전중학교 다목적실,다목적실,243,강원특별자치도 평창군 용평면 도사길 9 (용전리),37.6085304,128.4390088,2023,화학사고,033-330-2338,강원특별자치도 평창군 경제건설국 환경과,2024-05-20
진부고등학교 체육관,체육관,491,강원특별자치도 평창군 진부면 솔천길 69 (하진부리),37.6353111,128.55239,2023,화학사고,033-330-2339,강원특별자치도 평창군 경제건설국 환경과,2024-05-20
횡계초등학교 체육관,체육관,402,강원특별자치도 평창군 대관령면 꽃밭양지길 16-3 (횡계리),37.6761707,128.7110743,2023,화학사고,033-330-2340,강원특별자치도 평창군 경제건설국 환경과,2024-05-20
대운초등학교,강당,681,경상남도 양산시 대운6길 11(삼호동),35.4087823,129.1737598,2022,화학사고,055-392-3582,경상남도 양산시 환경녹지국 수질관리과,2024-05-20
오봉초등학교,강당,570,경상남도 양산시 물금읍 목화9길 8(범어리),35.33470509,129.0045085,2022,화학사고,055-392-3582,경상남도 양산시 환경녹지국 수질관리과,2024-05-20
범어중학교,체육관,755,경상남도 양산시 물금읍 범어로 14(범어리),35.33182812,129.0098174,2022,화학사고,055-392-3582,경상남도 양산시 환경녹지국 수질관리과,2024-05-20
황산초등학교,강당,723,경상남도 양산시 물금읍 화합5길 12(범어리),35.33111597,129.0095167,2022,화학사고,055-392-3582,경상남도 양산시 환경녹지국 수질관리과,2024-05-20
양산희망학교,강당,649,경상남도 양산시 상북면 충렬로 993-25(상삼리),35.42746693,129.0602618,2022,화학사고,055-392-3582,경상남도 양산시 환경녹지국 수질관리과,2024-05-20
여주실내체육관,실내체육관,1269,경기도 여주시 영릉로 123(월송동),37.29317661,127.6229592,2021,화학사고,031-880-4021,경기도 여주시 여주도시공사 체육사업1팀,2023-08-07
하북초등학교,강당,1061,경상남도 양산시 하북면 신평로 2(순지리),35.48986347,129.0880656,2022,화학사고,055-392-3582,경상남도 양산시 환경녹지국 수질관리과,2024-05-20
팽성실내체육관,체육관,951,경기도 평택시 팽성읍 안정로 238-31 (객사리),36.96903969,127.0658602,2023,화학사고,031-8024-3777,경기도 평택시 환경국 환경지도과,2024-05-24
안중체육관,체육관,2478,경기도 평택시 안중읍 서동대로 1555 (학현리),36.99051001,126.9215093,2023,화학사고,031-8024-3777,경기도 평택시 환경국 환경지도과,2024-05-24
평산초등학교,강당,709,경상남도 양산시 평산중앙5길 11(평산동),35.38629532,129.1537806,2022,화학사고,055-392-3582,경상남도 양산시 환경녹지국 수질관리과,2023-08-18
청북읍행정복지센터,다목적실(3층),280,경기도 평택시 청북읍 청원로 2 (현곡리),37.04007247,126.9345821,2023,화학사고,031-8024-3777,경기도 평택시 환경국 환경지도과,2024-05-24
천성초등학교,강당,2200,경상남도 양산시 배움터길 28(평산동),35.37934176,129.1447321,2022,화학사고,055-392-3582,경상남도 양산시 환경녹지국 수질관리과,2024-05-20
고창군립체육관,체육관,9020,전북특별자치도 고창군 고창읍 운동장길 36(월암리),35.432369,126.722028,2021,화학사고,063-560-2881,전북특별자치도 고창군 자치행정국 환경위생과,2024-05-20
고창군실내체육관,체육관,4855,전북특별자치도 고창군 고창읍 중앙로 292(교촌리),35.4354001,126.7069004,2021,화학사고,063-560-2881,전북특별자치도 고창군 자치행정국 환경위생과,2024-05-20
공음실내체육관,체육관,1018,전북특별자치도 고창군 공음면 왕제산로 73,35.377787,126.514431,2021,화학사고,063-560-2881,전북특별자치도 고창군 자치행정국 환경위생과,2024-05-20
장애인체육관,체육관,2355,전북특별자치도 순창군 순창읍 장류로 407-11(남계리),35.377555,127.147338,2021,화학사고,063-650-1747,전북특별자치도 순창군 경제산업국 환경수도과,2023-08-09
상하실내체육관,체육관,1804,전라북도 고창군 상하면 선운대로 810,35.4454768,126.4917305,2021,화학사고,063-560-2881,전북특별자치도 고창군 자치행정국 환경위생과,2024-05-20
국민체육센터,체육관,2998,전북특별자치도 순창군 순창읍 장류로 200(교성리),35.372386,127.127566,2021,화학사고,063-650-1747,전북특별자치도 순창군 경제산업국 환경수도과,2023-08-09
성송체육회관,체육관,1339,전북특별자치도 고창군 성송면 판정리 36-7,35.364101,126.644978,2021,화학사고,063-560-2881,전북특별자치도 고창군 자치행정국 환경위생과,2024-05-20
대산농어민문화체육센터,체육관,1463,전북특별자치도 고창군 대산면 매산리 690-5,35.3395087,126.5931951,2021,화학사고,063-560-2881,전북특별자치도 고창군 자치행정국 환경위생과,2024-05-20
무장체육문화센터,체육관,1216,전북특별자치도 고창군 무장면 청보리로 1550,35.4128227,126.5634177,2021,화학사고,063-560-2881,전북특별자치도 고창군 자치행정국 환경위생과,2024-05-20
부안면 건강증진센터,체육관,1089,전북특별자치도 고창군 부안면 오산리 312,35.5145326,126.6693313,2021,화학사고,063-560-2881,전북특별자치도 고창군 자치행정국 환경위생과,2024-05-20
신림면 다목적 체육센터,체육관,1464,전북특별자치도 고창군 신림면 신림로 192,35.4881447,126.7186851,2021,화학사고,063-560-2881,전북특별자치도 고창군 자치행정국 환경위생과,2024-05-20
물맑은양평체육관,체육관,4380,경기도 양평군 양평읍 마유산로 11 (양근리),37.49672797,127.4857525,2020,화학사고,031-770-2581,경기도 양평군 경제산업국 환경과,2024-05-20
서구노인복지관,4층 대강당,721,대구광역시 서구 문화로 288(평리동),35.87553764,128.5640655,2022,화학사고,053-663-2604,대구광역시 서구 복지생활국 환경청소과,2021-09-27
내서초등학교,2층 강당(꿈나무),1242,대구광역시 서구 달구벌대로371길 35(내당동),35.86368945,128.5664093,2022,화학사고,053-663-2604,대구광역시 서구 복지생활국 환경청소과,2021-09-27
대구서구국민체육센터,1층 체육관,2012,대구광역시 서구 문화로 72(이현동),35.87343765,128.540928,2022,화학사고,053-663-2604,대구광역시 서구 복지생활국 환경청소과,2021-09-27
서구문화회관,1층 공연장,2121,대구광역시 서구 당산로 403(이현동),35.87279026,128.5456007,2022,화학사고,053-663-2604,대구광역시 서구 복지생활국 환경청소과,2021-09-27
서구어린이도서관,3층 강당,787,대구광역시 서구 문화로 123(이현동),35.87425361,128.5463443,2022,화학사고,053-663-2604,대구광역시 서구 복지생활국 환경청소과,2021-09-27
대구달서초등학교,2층 다목적교실(한빛관),1292,대구광역시 서구 국채보상로34길 35(중리동),35.86651428,128.5510234,2022,화학사고,053-663-2604,대구광역시 서구 복지생활국 환경청소과,2021-09-27
대구달성초등학교,2층 다목적교실(달인관),1347,대구광역시 서구 고성로 127(원대동1가),35.882719,128.579415,2022,화학사고,053-663-2604,대구광역시 서구 복지생활국 환경청소과,2021-09-27
삼호종합문화체육센터,실내체육관,2800,전라남도 영암군 삼호읍 방아제로 66 (용앙리),34.75349985,126.4701999,2024,화학사고,061-470-2335,전라남도 영암군 환경기후과,2024-03-06
영암여자고등학교,강당,384,전라남도 영암군 영암읍 여중고길 12,34.80443156,126.7034113,2021,화학사고,061-470-2335,전라남도 영암군청 환경기후과,2021-11-25
효자고등학교,교사동,11763,경기도 의정부시 부용로165(신곡동),37.752889,127.07626,2022,화학사고,031-828-4434,경기도 의정부시 생태도시사업소 환경관리과,2024-04-30
녹양중학교,교사동,11985,경기도 의정부시 체육로 187 (녹양동),37.76165147,127.0284196,2023,화학사고,031-828-4434,경기도 의정부시 생태도시사업소 환경관리과,2024-04-30
송민학교,체육관(강당),631,경기도 의정부시 민락로 262 (민락동),37.74554523,127.1069048,2023,화학사고,031-828-4434,경기도 의정부시 생태도시사업소 환경관리과,2024-04-30
대월초주민대피시설,정부지원 주민대피시설,130,인천광역시 강화군 강화읍 대월로 216 (대산리),37.761,126.4906,2024,화학사고,032-930-4205,인천광역시 강화군 안전산업국 환경위생과,2024-05-20
상주시 실내체육관 신관,체육관,2016,경상북도 상주시 북상주로 24-7,36.43139723,128.164259,2024,화학사고,054-537-7357,경상북도 상주시 경제산업국 환경관리과,2024-05-20
상주시 실내체육관 구관,체육관,1338,경상북도 상주시 북상주로 24-7,36.43160881,128.1629672,2023,화학사고,054-537-7357,경상북도 상주시 경제산업국 환경관리과,2024-05-20
경북자연고등학교 강당,강당,766,경상북도 상주시 공성면 문화마을길 23,36.27845272,128.0952501,2024,화학사고,054-537-7357,경상북도 상주시 경제산업국 환경관리과,2024-05-20
남해초등학교,다목적강당,945,경상남도 남해군 남해읍 망운로 14 (북변리),34.83874514,127.8919654,2024,화학사고,055-863-4170,경상남도교육청 경상남도남해교육지원청 남해초등학교,2024-04-17
해양초등학교,다목적강당,917,경상남도 남해군 남해읍 화전로 25 (남변리),34.83414511,127.8951901,2024,화학사고,055-864-7743,경상남도교육청 경상남도남해교육지원청 해양초등학교,2024-04-17
고현초등학교,다목적강당,969,경상남도 남해군 고현면 고설로 31 (대사리),34.89731972,127.8777373,2024,화학사고,055-882-1308,경상남도교육청 경상남도남해교육지원청 고현초등학교,2024-04-17
창선초등학교,다목적강당,523,경상남도 남해군 창선면 창선로97번길 16 (상죽리),34.85818089,128.0098495,2024,화학사고,055-867-7054,경상남도교육청 경상남도남해교육지원청 창선초등학교,2024-04-17
산대초등학교,강당,1099,경상북도 경주시 안강읍 구부랑길 54-5,36.00290855,129.1976933,2023,화학사고,054-779-6374,경상북도 경주시 경제산업국 환경정책과,2023-11-30
모화초등학교,강당,984,경상북도 경주시 외동읍 계동1길 12 (모화리),35.67737279,129.3331735,2023,화학사고,054-779-6374,경상북도 경주시 경제산업국 환경정책과,2023-11-30
옥산초등학교,강당,555,경상북도 경주시 안강읍 낙헌2길 48 (옥산리),35.99525803,129.1696889,2024,화학사고,054-779-6374,경상북도 경주시 경제산업국 환경정책과,2024-02-01
하곡리회관,마을회관,425,경상북도 경주시 안강읍 성산서당길 61 (하곡리),35.985881,129.1419452,2024,화학사고,054-779-6374,경상북도 경주시 경제산업국 환경정책과,2024-02-01
번동중,체육관,3096,서울특별시 강북구 오현로35길 87 (번동),37.6323718,127.0363758,2021,화학사고,02-901-6758,서울특별시 강북구 문화생활국 환경과,2023-08-18
삼양초등,체육관,1183,서울특별시 강북구 삼양로 49길 17 (미아동),37.6236376,127.0163357,2021,화학사고,02-901-6758,서울특별시 강북구 문화생활국 환경과,2023-08-18
삼각산초등,체육관,528,서울특별시 강북구 삼양로19길 141 (미아동),37.61608307,127.0147531,2021,화학사고,02-901-6758,서울특별시 강북구 문화생활국 환경과,2023-08-18
수송중,체육관,709,서울특별시 강북구 한천로 122길 21 (번동),37.6367942,127.0339734,2021,화학사고,02-901-6758,서울특별시 강북구 문화생활국 환경과,2023-08-18
수송초등,체육관 강당,823,서울특별시 강북구 한천로 124길 14 (번동),37.6373366,127.0330826,2021,화학사고,02-901-6758,서울특별시 강북구 문화생활국 환경과,2023-08-18
오현초등,강당,501,서울특별시 강북구 월계로221 (번동),37.6233911,127.0466758,2021,화학사고,02-901-6758,서울특별시 강북구 문화생활국 환경과,2023-08-18
인수초등,체육관,926,서울특별시 강북구 인수봉로 269 (수유동),37.6429271,127.0096906,2021,화학사고,02-901-6758,서울특별시 강북구 문화생활국 환경과,2023-08-18
창문여자중,체육관,1006,서울특별시 강북구 월계로61 (미아동),37.6132796,127.0364523,2021,화학사고,02-901-6758,서울특별시 강북구 문화생활국 환경과,2023-08-18
화계초등,체육관,746,서울특별시 강북구 솔매로50가길 25 (미아동),37.62389115,127.0293637,2021,화학사고,02-901-6758,서울특별시 강북구 도시관리국 환경과,2023-08-18
강북중,체육관,829,서울특별시 강북구 한천로 150길 67 (수유동),37.6449548,127.0259696,2021,화학사고,02-901-6758,서울특별시 강북구 문화생활국 환경과,2023-08-18
삼각산중,체육관,459,서울특별시 강북구 삼양로19길 141 (미아동),37.616083,127.0154531,2021,화학사고,02-901-6758,서울특별시 강북구 문화생활국 환경과,2023-08-18
우이초등,체육관,827,서울특별시 강북구 삼양로 99길 36 (수유동),37.6384021,127.0148494,2021,화학사고,02-901-6758,서울특별시 강북구 문화생활국 환경과,2023-08-18
미양초등,체육관,809,서울특별시 강북구 솔샘호 195 (미아동),37.62128934,127.0137599,2021,화학사고,02-901-6758,서울특별시 강북구 문화생활국 환경과,2023-08-18
번동초등,체육관,1006,서울특별시 강북구 오현로 204 한울관 (번동),37.628902,127.040454,2021,화학사고,02-901-6758,서울특별시 강북구 문화생활국 환경과,2023-08-18
석성중학교,강당,151,충청남도 부여군 석성면 증산로 7,36.24977809,126.9985784,2020,화학사고,041-830-2299,충청남도 부여군 농림경제국 환경과,2023-08-25
양화초등학교,체육관,863,충청남도 부여군 양화면 충절로215,36.128147,126.857493,2020,화학사고,041-830-2299,충청남도 부여군 농림경제국 환경과,2023-08-25
동산초등학교,강당,492,대구광역시 수성구 동대구로42길 29 (범어동),35.84916731,128.6277751,2022,화학사고,053-666-2605,대구광역시 수성구 복지국 녹색환경과,2021-09-28
만촌초등학교,강당,661,대구광역시 수성구 국채보상로214길 33 (만촌동),35.86718784,128.6476803,2022,화학사고,053-666-2605,대구광역시 수성구 복지국 녹색환경과,2021-09-28
산청실내체육관,실내체육관,3460,경상남도 산청군 금서면 친환경로 2631번길 39,35.421595,127.872245,2024,화학사고,055-970-7124,경상남도 산청군 항노화관광국 환경위생과,2023-08-10
계룡시민체육관,계룡시민체육관,1400,충청남도 계룡시 엄사면 문화1로 51 (유동리),36.26983552,127.2332728,2023,화학사고,042-840-3713,충청남도 계룡시 공공시설사업소,2023-08-16
대강면사무소,회의실,176,충청북도 단양군 대강면 대강로 74(장림리),36.9223877,128.3522782,2023,화학사고,043-420-2663,충청북도 단양군 대강면사무소,2023-08-31
적성면사무소,회의실,140,충청북도 단양군 적성면 금수산로 957(하리),36.9607492,128.2929602,2023,화학사고,043-420-2663,충청북도 단양군 적성면사무소,2023-08-31
영춘면사무소,회의실,190,충청북도 단양군 영춘면 온달평강3로 9(상리),37.0786655,128.4873787,2023,화학사고,043-420-2663,충청북도 단양군 영춘면사무소,2023-08-31
단성면사무소,회의실,179,충청북도 단양군 단성면 충혼로 16(상방리),36.9371859,128.3233716,2023,화학사고,043-420-2663,충청북도 단양군 단성면사무소,2023-08-31
어상천면사무소,회의실,330,충청북도 단양군 어상천면 어상천로 928(임현리),37.1023286,128.3587912,2023,화학사고,043-420-2663,충청북도 단양군 어상천면사무소,2023-08-31
용문초등학교,강당,870,부산광역시 남구 신선로 542 (용호동),35.1305958,129.1080823,2021,화학사고,051-607-4641,부산광역시 남구 안전도시국 안전총괄과,2021-09-28
작전서운동 주민센터 본관,본관 2층,470,인천광역시 계양구 효서로 361(작전동),37.52813063,126.7364367,2021,화학사고,032-450-4843,인천광역시 계양구 작전서운동행정복지센터,2023-08-16
계양경기장 실내체육관,체육관 1~3층,17300,인천광역시 계양구 봉오대로 855(서운동),37.53188387,126.7502867,2021,화학사고,032-440-4323,인천광역시 건강체육국 체육진흥과,2021-09-30
계양1동 주민센터 본관,본관 1층~4층,1550,인천광역시 계양구 장기서로 8(장기동),37.57683854,126.7340941,2022,화학사고,032-450-4863,인천광역시 계양구 계양1동행정복지센터,2023-08-11
영광초등학교,강당,2145,전라남도 영광군 영광읍 중앙로 216-7 (무령리),35.27795,126.5143,2023,화학사고,061-350-4754,전라남도 영광군 환경과,2024-05-24
백수서초등학교,강당,773,전라남도 영광군 백수읍 지산길4길 50-11 (대전리),35.28199,126.39711,2024,화학사고,061-350-4754,전라남도 영광군 환경과,2024-05-24
백수초등학교,강당,801,전라남도 영광군 백수읍 백수로10길 21 (천마리),35.28263,126.42204,2024,화학사고,061-350-4754,전라남도 영광군 환경과,2024-05-24
홍농중학교,강당,1169,전라남도 영광군 홍농읍 상하길 109 (상하리),35.40128,126.4475,2024,화학사고,061-350-4754,전라남도 영광군 환경과,2024-05-24
홍농초등학교,강당,1774,전라남도 영광군 홍농읍 상하길 76-22 (상하리),35.3996,126.44883,2023,화학사고,061-350-4754,전라남도 영광군 환경과,2024-05-24
대마초등학교,강당,867,전라남도 영광군 대마면 영장로 277 (월산리),35.30314,126.5811,2024,화학사고,061-350-4754,전라남도 영광군 환경과,2024-05-24
묘량중앙초등학교,강당,884,전라남도 영광군 묘량면 동삼로2길 26 (운당리),35.26803,126.55099,2024,화학사고,061-350-4754,전라남도 영광군 환경과,2024-05-24
불갑초등학교,강당,840,전라남도 영광군 불갑면 강항로 7 (쌍운리),35.21127,126.50704,2024,화학사고,061-350-4754,전라남도 영광군 환경과,2024-05-24
군서초등학교,강당,882,전라남도 영광군 군서면 군서로 54 (남죽리),35.25689,126.47811,2024,화학사고,061-350-4754,전라남도 영광군 환경과,2024-05-24
군남중학교,강당,756,전라남도 영광군 군남면 포천길 13 (포천리),35.24032918,126.4509215,2024,화학사고,061-350-4754,전라남도 영광군 환경과,2024-05-24
군남초등학교,강당,880,전라남도 영광군 군남면 군불로 135 (백양리),35.23556,126.459,2024,화학사고,061-350-4754,전라남도 영광군 환경과,2023-08-07
염산중학교,강당,656,전라남도 영광군 염산면 칠산로2길 31 (봉남리),35.22,126.37391,2024,화학사고,061-350-4754,전라남도 영광군 환경과,2024-05-24
염산초등학교,강당,890,전라남도 영광군 염산면 칠산로 124 (봉남리),35.22071,126.3666,2024,화학사고,061-350-4754,전라남도 영광군 환경과,2024-05-24
법성고등학교,강당,1339,전라남도 영광군 법성면 용덕로 66 (대덕리),35.35874,126.45744,2024,화학사고,061-350-4754,전라남도 영광군 환경과,2024-05-24
법성포초등학교,강당,1272,전라남도 영광군 법성면 용덕로 43 (대덕리),35.35983,126.45525,2024,화학사고,061-350-4754,전라남도 영광군 환경과,2024-05-24
전북특별자치도경제통상진흥원,본관 2층 회의실,550,전북특별자치도 전주시 덕진구 팔과정로 164 (팔복동1가),35.86091549,127.0947731,2021,화학사고,063-281-2531,전북특별자치도 전주시 복지환경국 환경위생과,2024-05-24
충무체육관,체육관,3197,경상남도 통영시 북문2길 34(북신동),34.85126112,128.4291227,2021,화학사고,055-650-5423,경상남도 통영시 수산경제환경국 환경과,2024-05-27
무극초등학교,다목적교실,1260,충청북도 음성군 금왕읍 금석로 64,36.99131306,127.5988885,2020,화학사고,043-871-3813,충청북도 음성군 경제산업국 환경과,2023-08-16
